Year;State;NMFS Name;Pounds;Metric Tons;Dollars;Collection;Scientific Name;Tsn;Source
2008;RHODE ISLAND;COD, ATLANTIC;275,410;125;428,733;Commercial;Gadus morhua;164712;ACCSP
2008;RHODE ISLAND;COD, ATLANTIC;9,610;4;;Recreational;;164712;MRIP
2008;VIRGINIA;COD, ATLANTIC;6;0;3;Commercial;Gadus morhua;164712;ACCSP
2008;WASHINGTON;COD, PACIFIC;346;0;;Recreational;;164711;MRIP
2008;WASHINGTON;COD, PACIFIC;124,561;57;85,335;Commercial;Gadus macrocephalus;164711;PACFIN
2007;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2007;ALASKA;COD, PACIFIC;488,536,540;221,599;224,726,808;Commercial;Gadus macrocephalus;164711;AKFIN
2007;CONNECTICUT;COD, ATLANTIC;6,196;3;11,926;Commercial;Gadus morhua;164712;ACCSP
2007;MAINE;COD, ATLANTIC;164,853;75;;Recreational;;164712;MRIP
2007;MAINE;COD, ATLANTIC;1,371,629;622;2,215,055;Commercial;Gadus morhua;164712;ACCSP
2007;MASSACHUSETTS;COD, ATLANTIC;13,745,265;6,235;21,835,884;Commercial;Gadus morhua;164712;ACCSP
2007;MASSACHUSETTS;COD, ATLANTIC;3,387,117;1,536;;Recreational;;164712;MRIP
2007;NEW HAMPSHIRE;COD, ATLANTIC;701,860;318;;Recreational;;164712;MRIP
2007;NEW HAMPSHIRE;COD, ATLANTIC;1,168,100;530;1,972,337;Commercial;Gadus morhua;164712;ACCSP
2007;NEW YORK;COD, ATLANTIC;41,901;19;;Recreational;;164712;MRIP
2007;NEW YORK;COD, ATLANTIC;17,581;8;39,325;Commercial;Gadus morhua;164712;ACCSP
2007;OREGON;COD, PACIFIC;44,754;20;23,482;Commercial;Gadus macrocephalus;164711;PACFIN
2007;OREGON;COD, PACIFIC;15;0;;Recreational;;164711;MRIP
2007;RHODE ISLAND;COD, ATLANTIC;6,991;3;;Recreational;;164712;MRIP
2007;RHODE ISLAND;COD, ATLANTIC;634,298;288;996,269;Commercial;Gadus morhua;164712;ACCSP
2007;WASHINGTON;COD, PACIFIC;175,047;79;97,406;Commercial;Gadus macrocephalus;164711;PACFIN
2007;WASHINGTON;COD, PACIFIC;551;0;;Recreational;;164711;MRIP
2006;ALASKA;COD, PACIFIC;517,799,333;234,872;196,763,747;Commercial;Gadus macrocephalus;164711;AKFINHIST
2006;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2006;CONNECTICUT;COD, ATLANTIC;141;0;;Recreational;;164712;MRIP
2006;CONNECTICUT;COD, ATLANTIC;631;0;993;Commercial;Gadus morhua;164712;ACCSPHIST
2006;MAINE;COD, ATLANTIC;116,422;53;;Recreational;;164712;MRIP
2006;MAINE;COD, ATLANTIC;1,419,029;644;2,370,269;Commercial;Gadus morhua;164712;ACCSPHIST
2006;MASSACHUSETTS;COD, ATLANTIC;9,944,668;4,511;16,025,328;Commercial;Gadus morhua;164712;ACCSPHIST
2006;MASSACHUSETTS;COD, ATLANTIC;1,178,345;534;;Recreational;;164712;MRIP
2006;NEW HAMPSHIRE;COD, ATLANTIC;500,937;227;;Recreational;;164712;MRIP
2006;NEW HAMPSHIRE;COD, ATLANTIC;1,023,939;464;1,732,030;Commercial;Gadus morhua;164712;ACCSPHIST
2006;NEW JERSEY;COD, ATLANTIC;3,120;1;;Recreational;;164712;MRIP
2006;NEW JERSEY;COD, ATLANTIC;24;0;54;Commercial;Gadus morhua;164712;ACCSPHIST
2006;NEW YORK;COD, ATLANTIC;1,285;1;;Recreational;;164712;MRIP
2006;NEW YORK;COD, ATLANTIC;3,864;2;8,633;Commercial;Gadus morhua;164712;ACCSPHIST
2006;OREGON;COD, PACIFIC;393,304;178;187,847;Commercial;Gadus macrocephalus;164711;PACFIN
2006;OREGON;COD, PACIFIC;7;0;;Recreational;;164711;MRIP
2006;RHODE ISLAND;COD, ATLANTIC;14,387;7;;Recreational;;164712;MRIP
2006;RHODE ISLAND;COD, ATLANTIC;196,027;89;303,595;Commercial;Gadus morhua;164712;ACCSPHIST
2006;WASHINGTON;COD, PACIFIC;6,003;3;;Recreational;;164711;MRIP
2006;WASHINGTON;COD, PACIFIC;543,218;246;285,331;Commercial;Gadus macrocephalus;164711;PACFIN
2005;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2005;ALASKA;COD, PACIFIC;546,748,030;248,003;149,808,960;Commercial;Gadus macrocephalus;164711;AKFINHIST
2005;CONNECTICUT;COD, ATLANTIC;4,885;2;7,011;Commercial;Gadus morhua;164712;ACCSPHIST
2005;MAINE;COD, ATLANTIC;426,008;193;;Recreational;;164712;MRIP
2005;MAINE;COD, ATLANTIC;1,952,246;886;2,797,076;Commercial;Gadus morhua;164712;ACCSPHIST
2005;MASSACHUSETTS;COD, ATLANTIC;10,417,134;4,725;15,768,021;Commercial;Gadus morhua;164712;ACCSPHIST
2005;MASSACHUSETTS;COD, ATLANTIC;4,536,057;2,058;;Recreational;;164712;MRIP
2005;NEW HAMPSHIRE;COD, ATLANTIC;864,202;392;;Recreational;;164712;MRIP
2005;NEW HAMPSHIRE;COD, ATLANTIC;1,293,047;587;1,892,161;Commercial;Gadus morhua;164712;ACCSPHIST
2005;NEW JERSEY;COD, ATLANTIC;478;0;;Recreational;;164712;MRIP
2005;NEW YORK;COD, ATLANTIC;39,929;18;68,411;Commercial;Gadus morhua;164712;ACCSPHIST
2005;NEW YORK;COD, ATLANTIC;364,120;165;;Recreational;;164712;MRIP
2005;OREGON;COD, PACIFIC;623,687;283;286,550;Commercial;Gadus macrocephalus;164711;PACFIN
2005;RHODE ISLAND;COD, ATLANTIC;9,641;4;;Recreational;;164712;MRIP
2005;RHODE ISLAND;COD, ATLANTIC;204,898;93;287,592;Commercial;Gadus morhua;164712;ACCSPHIST
2005;WASHINGTON;COD, PACIFIC;1,374,140;623;640,625;Commercial;Gadus macrocephalus;164711;PACFIN
2005;WASHINGTON;COD, PACIFIC;12,423;6;;Recreational;;164711;MRIP
2004;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2004;ALASKA;COD, PACIFIC;587,337,007;266,414;147,421,589;Commercial;Gadus macrocephalus;164711;AKFINHIST
2004;CONNECTICUT;COD, ATLANTIC;4,282;2;4,385;Commercial;Gadus morhua;164712;ACCSPHIST
2004;CONNECTICUT;COD, ATLANTIC;212;0;;Recreational;;164712;MRIP
2004;DELAWARE;COD, ATLANTIC;2;0;1;Commercial;Gadus morhua;164712;ACCSPHIST
2004;MAINE;COD, ATLANTIC;2,371,787;1,076;3,159,554;Commercial;Gadus morhua;164712;ACCSPHIST
2004;MAINE;COD, ATLANTIC;41,758;19;;Recreational;;164712;MRIP
2004;MASSACHUSETTS;COD, ATLANTIC;3,841,399;1,742;;Recreational;;164712;MRIP
2004;MASSACHUSETTS;COD, ATLANTIC;11,737,106;5,324;15,877,964;Commercial;Gadus morhua;164712;ACCSPHIST
2004;NEW HAMPSHIRE;COD, ATLANTIC;880,368;399;;Recreational;;164712;MRIP
2004;NEW HAMPSHIRE;COD, ATLANTIC;1,632,785;741;2,243,728;Commercial;Gadus morhua;164712;ACCSPHIST
2004;NEW JERSEY;COD, ATLANTIC;107;0;148;Commercial;Gadus morhua;164712;ACCSPHIST
2004;NEW JERSEY;COD, ATLANTIC;569;0;;Recreational;;164712;MRIP
2004;NEW YORK;COD, ATLANTIC;57,786;26;100,989;Commercial;Gadus morhua;164712;ACCSPHIST
2004;NEW YORK;COD, ATLANTIC;93,037;42;;Recreational;;164712;MRIP
2004;OREGON;COD, PACIFIC;207;0;;Recreational;;164711;MRIP
2004;OREGON;COD, PACIFIC;1,178,810;535;536,664;Commercial;Gadus macrocephalus;164711;PACFIN
2004;RHODE ISLAND;COD, ATLANTIC;270,834;123;313,089;Commercial;Gadus morhua;164712;ACCSPHIST
2004;RHODE ISLAND;COD, ATLANTIC;5,635;3;;Recreational;;164712;MRIP
2004;VIRGINIA;COD, ATLANTIC;58;0;35;Commercial;Gadus morhua;164712;ACCSPHIST
2004;WASHINGTON;COD, PACIFIC;2,157,441;979;993,924;Commercial;Gadus macrocephalus;164711;PACFIN
2004;WASHINGTON;COD, PACIFIC;16,530;7;;Recreational;;164711;MRIP
2003;ALASKA;COD, PACIFIC;564,561,894;256,084;158,077,330;Commercial;Gadus macrocephalus;164711;AKFINHIST
2003;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2003;CALIFORNIA;COD, PACIFIC;1,316;1;847;Commercial;Gadus macrocephalus;164711;PACFINHIST
2003;CONNECTICUT;COD, ATLANTIC;21,597;10;;Recreational;;164712;MRIP
2003;MAINE;COD, ATLANTIC;159,524;72;;Recreational;;164712;MRIP
2003;MAINE;COD, ATLANTIC;2,386,566;1,083;2,954,969;Commercial;Gadus morhua;164712;ACCSPHIST
2003;MASSACHUSETTS;COD, ATLANTIC;3,879,297;1,76;;Recreational;;164712;MRIP
2003;MASSACHUSETTS;COD, ATLANTIC;19,211,164;8,714;22,167,498;Commercial;Gadus morhua;164712;ACCSPHIST
2003;NEW HAMPSHIRE;COD, ATLANTIC;1,391,219;631;;Recreational;;164712;MRIP
2003;NEW HAMPSHIRE;COD, ATLANTIC;1,457,880;661;1,853,067;Commercial;Gadus morhua;164712;ACCSPHIST
2003;NEW JERSEY;COD, ATLANTIC;;;;Recreational;;164712;MRIP
2003;NEW YORK;COD, ATLANTIC;56,407;26;92,428;Commercial;Gadus morhua;164712;ACCSPHIST
2003;NEW YORK;COD, ATLANTIC;;;;Recreational;;164712;MRIP
2003;OREGON;COD, PACIFIC;256;0;;Recreational;;164711;MRIP
2003;OREGON;COD, PACIFIC;634,894;288;380,888;Commercial;Gadus macrocephalus;164711;PACFINHIST
2003;RHODE ISLAND;COD, ATLANTIC;4,544;2;;Recreational;;164712;MRIP
2003;RHODE ISLAND;COD, ATLANTIC;487,976;221;467,065;Commercial;Gadus morhua;164712;ACCSPHIST
2003;WASHINGTON;COD, PACIFIC;2,342,468;1,063;1,158,470;Commercial;Gadus macrocephalus;164711;PACFINHIST
2003;WASHINGTON;COD, PACIFIC;25,781;12;;Recreational;;164711;MRIP
2002;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2002;ALASKA;COD, PACIFIC;510,758,682;231,679;95,157,191;Commercial;Gadus macrocephalus;164711;AKFINHIST
2002;CONNECTICUT;COD, ATLANTIC;2,718;1;;Recreational;;164712;MRIP
2002;MAINE;COD, ATLANTIC;108,741;49;;Recreational;;164712;MRIP
2002;MAINE;COD, ATLANTIC;2,903,966;1,317;3,203,755;Commercial;Gadus morhua;164712;ACCSPHIST
2002;MASSACHUSETTS;COD, ATLANTIC;23,829,006;10,809;24,995,502;Commercial;Gadus morhua;164712;ACCSPHIST
2002;MASSACHUSETTS;COD, ATLANTIC;4,393,717;1,993;;Recreational;;164712;MRIP
2002;NEW HAMPSHIRE;COD, ATLANTIC;413,951;188;;Recreational;;164712;MRIP
2002;NEW HAMPSHIRE;COD, ATLANTIC;1,583,483;718;1,983,097;Commercial;Gadus morhua;164712;ACCSPHIST
2002;NEW YORK;COD, ATLANTIC;5,524;3;6,752;Commercial;Gadus morhua;164712;ACCSPHIST
2002;OREGON;COD, PACIFIC;59,352;27;34,262;Commercial;Gadus macrocephalus;164711;PACFINHIST
2002;OREGON;COD, PACIFIC;55;0;;Recreational;;164711;MRIP
2002;RHODE ISLAND;COD, ATLANTIC;13,188;6;;Recreational;;164712;MRIP
2002;RHODE ISLAND;COD, ATLANTIC;528,317;240;449,805;Commercial;Gadus morhua;164712;ACCSPHIST
2002;WASHINGTON;COD, PACIFIC;2,008,439;911;1,014,013;Commercial;Gadus macrocephalus;164711;PACFINHIST
2002;WASHINGTON;COD, PACIFIC;11,720;5;;Recreational;;164711;MRIP
2001;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2001;ALASKA;COD, PACIFIC;470,768,496;213,539;117,604,636;Commercial;Gadus macrocephalus;164711;AKFINHIST
2001;CALIFORNIA;COD, PACIFIC;798;0;138;Commercial;Gadus macrocephalus;164711;PACFINHIST
2001;CONNECTICUT;COD, ATLANTIC;209,094;95;178,308;Commercial;Gadus morhua;164712;ACCSPHIST
2001;MAINE;COD, ATLANTIC;621,422;282;;Recreational;;164712;MRIP
2001;MAINE;COD, ATLANTIC;2,941,822;1,334;3,114,399;Commercial;Gadus morhua;164712;ACCSPHIST
2001;MASSACHUSETTS;COD, ATLANTIC;27,439,731;12,447;26,106,552;Commercial;Gadus morhua;164712;ACCSPHIST
2001;MASSACHUSETTS;COD, ATLANTIC;4,994,793;2,266;;Recreational;;164712;MRIP
2001;NEW HAMPSHIRE;COD, ATLANTIC;935,080;424;;Recreational;;164712;MRIP
2001;NEW HAMPSHIRE;COD, ATLANTIC;1,975,595;896;2,017,105;Commercial;Gadus morhua;164712;ACCSPHIST
2001;NEW JERSEY;COD, ATLANTIC;;;;Recreational;;164712;MRIP
2001;NEW JERSEY;COD, ATLANTIC;75;0;102;Commercial;Gadus morhua;164712;ACCSPHIST
2001;NEW YORK;COD, ATLANTIC;;;;Recreational;;164712;MRIP
2001;NEW YORK;COD, ATLANTIC;120,545;55;191,395;Commercial;Gadus morhua;164712;ACCSPHIST
2001;OREGON;COD, PACIFIC;68,541;31;39,957;Commercial;Gadus macrocephalus;164711;PACFINHIST
2001;OREGON;COD, PACIFIC;42;0;;Recreational;;164711;MRIP
2001;RHODE ISLAND;COD, ATLANTIC;521,859;237;487,229;Commercial;Gadus morhua;164712;ACCSPHIST
2001;RHODE ISLAND;COD, ATLANTIC;17,143;8;;Recreational;;164712;MRIP
2001;WASHINGTON;COD, PACIFIC;2,222;1;;Recreational;;164711;MRIP
2001;WASHINGTON;COD, PACIFIC;873,429;396;426,234;Commercial;Gadus macrocephalus;164711;PACFINHIST
2000;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
2000;ALASKA;COD, PACIFIC;529,663,924;240,254;141,941,773;Commercial;Gadus macrocephalus;164711;AKFINHIST
2000;CALIFORNIA;COD, PACIFIC;22;0;18;Commercial;Gadus macrocephalus;164711;PACFINHIST
2000;CONNECTICUT;COD, ATLANTIC;79,668;36;82,544;Commercial;Gadus morhua;164712;ACCSPHIST
2000;DELAWARE;COD, ATLANTIC;9;0;;Recreational;;164712;MRIP
2000;MAINE;COD, ATLANTIC;450,191;204;;Recreational;;164712;MRIP
2000;MAINE;COD, ATLANTIC;2,602,104;1,18;2,994,368;Commercial;Gadus morhua;164712;ACCSPHIST
2000;MASSACHUSETTS;COD, ATLANTIC;19,814,072;8,988;20,664,297;Commercial;Gadus morhua;164712;ACCSPHIST
2000;MASSACHUSETTS;COD, ATLANTIC;3,556,167;1,613;;Recreational;;164712;MRIP
2000;NEW HAMPSHIRE;COD, ATLANTIC;1,756,330;797;1,807,127;Commercial;Gadus morhua;164712;ACCSPHIST
2000;NEW HAMPSHIRE;COD, ATLANTIC;582,845;264;;Recreational;;164712;MRIP
2000;NEW JERSEY;COD, ATLANTIC;280;0;341;Commercial;Gadus morhua;164712;ACCSPHIST
2000;NEW YORK;COD, ATLANTIC;89,503;41;123,287;Commercial;Gadus morhua;164712;ACCSPHIST
2000;NEW YORK;COD, ATLANTIC;603,860;274;;Recreational;;164712;MRIP
2000;OREGON;COD, PACIFIC;24,148;11;14,639;Commercial;Gadus macrocephalus;164711;PACFINHIST
2000;RHODE ISLAND;COD, ATLANTIC;156,464;71;;Recreational;;164712;MRIP
2000;RHODE ISLAND;COD, ATLANTIC;728,048;330;725,434;Commercial;Gadus morhua;164712;ACCSPHIST
2000;VIRGINIA;COD, ATLANTIC;126;0;108;Commercial;Gadus morhua;164712;ACCSPHIST
2000;WASHINGTON;COD, PACIFIC;816,033;370;373,073;Commercial;Gadus macrocephalus;164711;PACFINHIST
2000;WASHINGTON;COD, PACIFIC;;;;Recreational;;164711;MRIP
1999;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
1999;ALASKA;COD, PACIFIC;523,280,870;237,359;82,925,077;Commercial;Gadus macrocephalus;164711;AKFINHIST
1999;CALIFORNIA;COD, PACIFIC;49;0;22;Commercial;Gadus macrocephalus;164711;PACFINHIST
1999;CONNECTICUT;COD, ATLANTIC;48,498;22;40,944;Commercial;Gadus morhua;164712;ACCSPHIST
1999;CONNECTICUT;COD, ATLANTIC;7,632;3;;Recreational;;164712;MRIP
1999;MAINE;COD, ATLANTIC;1,573,583;714;1,851,678;Commercial;Gadus morhua;164712;ACCSPHIST
1999;MAINE;COD, ATLANTIC;137,463;62;;Recreational;;164712;MRIP
1999;MARYLAND;COD, ATLANTIC;42;0;19;Commercial;Gadus morhua;164712;ACCSPHIST
1999;MASSACHUSETTS;COD, ATLANTIC;18,674,653;8,471;20,863,968;Commercial;Gadus morhua;164712;ACCSPHIST
1999;MASSACHUSETTS;COD, ATLANTIC;2,732,738;1,24;;Recreational;;164712;MRIP
1999;NEW HAMPSHIRE;COD, ATLANTIC;349,982;159;394,144;Commercial;Gadus morhua;164712;ACCSPHIST
1999;NEW HAMPSHIRE;COD, ATLANTIC;342,067;155;;Recreational;;164712;MRIP
1999;NEW JERSEY;COD, ATLANTIC;157;0;;Recreational;;164712;MRIP
1999;NEW JERSEY;COD, ATLANTIC;701;0;832;Commercial;Gadus morhua;164712;ACCSPHIST
1999;NEW YORK;COD, ATLANTIC;121,337;55;158,509;Commercial;Gadus morhua;164712;ACCSPHIST
1999;NORTH CAROLINA;COD, ATLANTIC;90;0;46;Commercial;Gadus morhua;164712;ACCSPHIST
1999;OREGON;COD, PACIFIC;82,162;37;37,175;Commercial;Gadus macrocephalus;164711;PACFINHIST
1999;RHODE ISLAND;COD, ATLANTIC;668,949;303;622,263;Commercial;Gadus morhua;164712;ACCSPHIST
1999;RHODE ISLAND;COD, ATLANTIC;339,069;154;;Recreational;;164712;MRIP
1999;WASHINGTON;COD, PACIFIC;627,090;284;265,671;Commercial;Gadus macrocephalus;164711;PACFINHIST
1999;WASHINGTON;COD, PACIFIC;780;0;;Recreational;;164711;MRIP
1998;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
1998;ALASKA;COD, PACIFIC;588,271,827;266,838;111,816,350;Commercial;Gadus macrocephalus;164711;AKFINHIST
1998;CALIFORNIA;COD, PACIFIC;47;0;20;Commercial;Gadus macrocephalus;164711;PACFINHIST
1998;CONNECTICUT;COD, ATLANTIC;116,653;53;76,074;Commercial;Gadus morhua;164712;ACCSPHIST
1998;CONNECTICUT;COD, ATLANTIC;10,787;5;;Recreational;;164712;MRIP
1998;MAINE;COD, ATLANTIC;2,399,995;1,089;2,582,965;Commercial;Gadus morhua;164712;ACCSPHIST
1998;MAINE;COD, ATLANTIC;11,669;5;;Recreational;;164712;MRIP
1998;MARYLAND;COD, ATLANTIC;503;0;;Recreational;;164712;MRIP
1998;MASSACHUSETTS;COD, ATLANTIC;20,003,434;9,073;20,803,009;Commercial;Gadus morhua;164712;ACCSPHIST
1998;MASSACHUSETTS;COD, ATLANTIC;1,851,697;840;;Recreational;;164712;MRIP
1998;NEW HAMPSHIRE;COD, ATLANTIC;107,004;49;;Recreational;;164712;MRIP
1998;NEW HAMPSHIRE;COD, ATLANTIC;1,490,755;676;1,549,945;Commercial;Gadus morhua;164712;ACCSPHIST
1998;NEW JERSEY;COD, ATLANTIC;455;0;534;Commercial;Gadus morhua;164712;ACCSPHIST
1998;NEW JERSEY;COD, ATLANTIC;17,339;8;;Recreational;;164712;MRIP
1998;NEW YORK;COD, ATLANTIC;75,263;34;98,931;Commercial;Gadus morhua;164712;ACCSPHIST
1998;NEW YORK;COD, ATLANTIC;78,183;35;;Recreational;;164712;MRIP
1998;OREGON;COD, PACIFIC;169,359;77;82,840;Commercial;Gadus macrocephalus;164711;PACFINHIST
1998;RHODE ISLAND;COD, ATLANTIC;444,902;202;;Recreational;;164712;MRIP
1998;RHODE ISLAND;COD, ATLANTIC;415,471;188;349,079;Commercial;Gadus morhua;164712;ACCSPHIST
1998;WASHINGTON;COD, PACIFIC;1,182,114;536;520,939;Commercial;Gadus macrocephalus;164711;PACFINHIST
1998;WASHINGTON;COD, PACIFIC;4,548;2;;Recreational;;164711;MRIP
1997;ALASKA;COD, PACIFIC;696,452,648;315,909;147,039,622;Commercial;Gadus macrocephalus;164711;AKFINHIST
1997;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
1997;CALIFORNIA;COD, PACIFIC;38;0;53;Commercial;Gadus macrocephalus;164711;PACFINHIST
1997;CONNECTICUT;COD, ATLANTIC;20,843;9;13,499;Commercial;Gadus morhua;164712;ACCSPHIST
1997;DELAWARE;COD, ATLANTIC;75;0;;Recreational;;164712;MRIP
1997;MAINE;COD, ATLANTIC;263,916;120;;Recreational;;164712;MRIP
1997;MAINE;COD, ATLANTIC;3,983,616;1,807;3,413,268;Commercial;Gadus morhua;164712;ACCSPHIST
1997;MARYLAND;COD, ATLANTIC;25;0;22;Commercial;Gadus morhua;164712;ACCSPHIST
1997;MASSACHUSETTS;COD, ATLANTIC;22,078,483;10,015;18,998,412;Commercial;Gadus morhua;164712;ACCSPHIST
1997;MASSACHUSETTS;COD, ATLANTIC;4,586,071;2,08;;Recreational;;164712;MRIP
1997;NEW HAMPSHIRE;COD, ATLANTIC;293,453;133;;Recreational;;164712;MRIP
1997;NEW HAMPSHIRE;COD, ATLANTIC;2,003,171;909;1,635,941;Commercial;Gadus morhua;164712;ACCSPHIST
1997;NEW JERSEY;COD, ATLANTIC;3,430;2;;Recreational;;164712;MRIP
1997;NEW JERSEY;COD, ATLANTIC;228;0;260;Commercial;Gadus morhua;164712;ACCSPHIST
1997;NEW YORK;COD, ATLANTIC;53,249;24;64,730;Commercial;Gadus morhua;164712;ACCSPHIST
1997;NEW YORK;COD, ATLANTIC;393,810;179;;Recreational;;164712;MRIP
1997;NORTH CAROLINA;COD, ATLANTIC;106;0;32;Commercial;Gadus morhua;164712;ACCSPHIST
1997;OREGON;COD, PACIFIC;113,385;51;45,320;Commercial;Gadus macrocephalus;164711;PACFINHIST
1997;RHODE ISLAND;COD, ATLANTIC;474,908;215;319,233;Commercial;Gadus morhua;164712;ACCSPHIST
1997;RHODE ISLAND;COD, ATLANTIC;154,802;70;;Recreational;;164712;MRIP
1997;VIRGINIA;COD, ATLANTIC;6;0;3;Commercial;Gadus morhua;164712;ACCSPHIST
1997;WASHINGTON;COD, PACIFIC;1,572;1;;Recreational;;164711;MRIP
1997;WASHINGTON;COD, PACIFIC;1,465,521;665;568,694;Commercial;Gadus macrocephalus;164711;PACFINHIST
1996;ALASKA;COD, PACIFIC;;;;Recreational;;164711;MRIP
1996;ALASKA;COD, PACIFIC;612,275,884;277,727;116,280,895;Commercial;Gadus macrocephalus;164711;AKFINHIST
1996;CONNECTICUT;COD, ATLANTIC;22,279;10;14,769;Commercial;Gadus morhua;164712;ACCSPHIST
1996;MAINE;COD, ATLANTIC;4,864,129;2,206;4,078,101;Commercial;Gadus morhua;164712;ACCSPHIST
1996;MAINE;COD, ATLANTIC;233,445;106;;Recreational;;164712;MRIP
1996;MARYLAND;COD, ATLANTIC;1,290;1;;Recreational;;164712;MRIP
1996;MASSACHUSETTS;COD, ATLANTIC;23,174,557;10,512;19,836,800;Commercial;Gadus morhua;164712;ACCSPHIST
1996;MASSACHUSETTS;COD, ATLANTIC;1,821,664;826;;Recreational;;164712;MRIP
1996;NEW HAMPSHIRE;COD, ATLANTIC;2,783,272;1,262;2,138,340;Commercial;Gadus morhua;164712;ACCSPHIST
1996;NEW HAMPSHIRE;COD, ATLANTIC;342,286;155;;Recreational;;164712;MRIP
1996;NEW JERSEY;COD, ATLANTIC;1,566;1;2,082;Commercial;Gadus morhua;164712;ACCSPHIST
1996;NEW JERSEY;COD, ATLANTIC;17,624;8;;Recreational;;164712;MRIP
1996;NEW YORK;COD, ATLANTIC;150,628;68;183,226;Commercial;Gadus morhua;164712;ACCSPHIST
1996;NEW YORK;COD, ATLANTIC;268,499;122;;Recreational;;164712;MRIP
1996;NORTH CAROLINA;COD, ATLANTIC;53;0;15;Commercial;Gadus morhua;164712;ACCSPHIST
1996;OREGON;COD, PACIFIC;184,834;84;73,771;Commercial;Gadus macrocephalus;164711;PACFINHIST
1996;RHODE ISLAND;COD, ATLANTIC;357,129;162;;Recreational;;164712;MRIP
1996;RHODE ISLAND;COD, ATLANTIC;393,499;178;360,161;Commercial;Gadus morhua;164712;ACCSPHIST
1996;VIRGINIA;COD, ATLANTIC;630;0;392;Commercial;Gadus morhua;164712;ACCSPHIST
1996;VIRGINIA;COD, ATLANTIC;99;0;;Recreational;;164712;MRIP
1996;WASHINGTON;COD, PACIFIC;17,419;8;;Recreational;;164711;MRIP
1996;WASHINGTON;COD, PACIFIC;1,308,164;593;503,096;Commercial;Gadus macrocephalus;164711;PACFINHIST
1995;ALASKA;COD, PACIFIC;597,760,115;271,142;114,342,440;Commercial;Gadus macrocephalus;164711;AKFINHIST
1995;CONNECTICUT;COD, ATLANTIC;289;0;;Recreational;;164712;MRIP
1995;CONNECTICUT;COD, ATLANTIC;21,215;10;27,578;Commercial;Gadus morhua;164712;ACCSPHIST
1995;MAINE;COD, ATLANTIC;1,518,444;689;;Recreational;;164712;MRIP
1995;MAINE;COD, ATLANTIC;5,323,474;2,415;5,087,070;Commercial;Gadus morhua;164712;ACCSPHIST
1995;MARYLAND;COD, ATLANTIC;31;0;17;Commercial;Gadus morhua;164712;ACCSPHIST
1995;MASSACHUSETTS;COD, ATLANTIC;21,244,024;9,636;20,255,265;Commercial;Gadus morhua;164712;ACCSPHIST
1995;MASSACHUSETTS;COD, ATLANTIC;2,318,328;1,052;;Recreational;;164712;MRIP
1995;NEW HAMPSHIRE;COD, ATLANTIC;2,761,019;1,252;2,467,100;Commercial;Gadus morhua;164712;ACCSPHIST
1995;NEW HAMPSHIRE;COD, ATLANTIC;144,912;66;;Recreational;;164712;MRIP
1995;NEW JERSEY;COD, ATLANTIC;2,024;1;2,301;Commercial;Gadus morhua;164712;ACCSPHIST
1995;NEW YORK;COD, ATLANTIC;2,922,033;1,325;;Recreational;;164712;MRIP
1995;NEW YORK;COD, ATLANTIC;219,686;100;256,270;Commercial;Gadus morhua;164712;ACCSPHIST
1995;NORTH CAROLINA;COD, ATLANTIC;143;0;71;Commercial;Gadus morhua;164712;ACCSPHIST
1995;OREGON;COD, PACIFIC;175,566;80;68,994;Commercial;Gadus macrocephalus;164711;PACFINHIST
1995;RHODE ISLAND;COD, ATLANTIC;483,042;219;492,884;Commercial;Gadus morhua;164712;ACCSPHIST
1995;RHODE ISLAND;COD, ATLANTIC;508,702;231;;Recreational;;164712;MRIP
1995;WASHINGTON;COD, PACIFIC;;;;Recreational;;164711;MRIP
1995;WASHINGTON;COD, PACIFIC;1,529,395;694;577,276;Commercial;Gadus macrocephalus;164711;PACFINHIST
1994;ALASKA;COD, PACIFIC;459,169,607;208,278;82,302,096;Commercial;Gadus macrocephalus;164711;AKFINHIST
1994;CALIFORNIA;COD, PACIFIC;613;0;;Recreational;;164711;MRIP
1994;CONNECTICUT;COD, ATLANTIC;86,580;39;59,000;Commercial;Gadus morhua;164712;ACCSPHIST
1994;DELAWARE;COD, ATLANTIC;108;0;;Recreational;;164712;MRIP
1994;MAINE;COD, ATLANTIC;8,250,157;3,742;7,709,548;Commercial;Gadus morhua;164712;ACCSPHIST
1994;MAINE;COD, ATLANTIC;253,142;115;;Recreational;;164712;MRIP
1994;MARYLAND;COD, ATLANTIC;20;0;13;Commercial;Gadus morhua;164712;ACCSPHIST
1994;MASSACHUSETTS;COD, ATLANTIC;2,665,649;1,209;;Recreational;;164712;MRIP
