Year;State;NMFS Name;Pounds;Metric Tons;Dollars;Collection;Scientific Name;Tsn;Source
1950;MARYLAND;COD, ATLANTIC;2,800;1;105;Commercial;Gadus morhua;164712;ACCSPHIST
1950;MASSACHUSETTS;COD, ATLANTIC;45,867,400;20,805;2,824,677;Commercial;Gadus morhua;164712;ACCSPHIST
1950;NEW HAMPSHIRE;COD, ATLANTIC;4,400;2;264;Commercial;Gadus morhua;164712;ACCSPHIST
1950;NEW JERSEY;COD, ATLANTIC;987,700;448;86,301;Commercial;Gadus morhua;164712;ACCSPHIST
1950;NEW YORK;COD, ATLANTIC;2,528,500;1,147;286,432;Commercial;Gadus morhua;164712;ACCSPHIST
1950;NORTH CAROLINA;COD, ATLANTIC;700;0;65;Commercial;Gadus morhua;164712;ACCSPHIST
1950;OREGON;COD, PACIFIC;43,100;20;1,551;Commercial;Gadus macrocephalus;164711;PACFINHIST
1950;RHODE ISLAND;COD, ATLANTIC;1,226,500;556;93,402;Commercial;Gadus morhua;164712;ACCSPHIST
1950;VIRGINIA;COD, ATLANTIC;2,600;1;124;Commercial;Gadus morhua;164712;ACCSPHIST
1950;WASHINGTON;COD, PACIFIC;7,044,500;3,195;271,116;Commercial;Gadus macrocephalus;164711;PACFINHIST
